Organisation Name,Town/City,County,Type & Rating,Route
NORBURY HALL RESIDENTIAL CARE HOME LIMITED,London,,Worker (A rating),Skilled Worker
NORBURY MOTORCYCLE LTD,London,,Worker (A rating),Skilled Worker
Norbury Park Care Home,London,London,Worker (A rating),Skilled Worker
Nord Anglia Education Ltd,London,,Worker (A rating),Skilled Worker
Nordcloud Limited,London,,Worker (A rating),Skilled Worker
Norddeutsche Landesbank Girozentrale,London,,Worker (A rating),Skilled Worker
"NORDDEUTSCHER RUNDFUNK , ARD German TV and Radio, London",London,,Worker (A rating),Skilled Worker
Nordea Bank ABP,London,,Worker (A rating),Skilled Worker
Nordic Balance Limited,London,,Worker (A rating),Skilled Worker
Nordic Capital Investment Advisory LLP,London,,Worker (A rating),Skilled Worker
Nordic Star Nurseries,London,Greater London,Worker (A rating),Skilled Worker
Nordicity Limited,London,London,Worker (A rating),Skilled Worker
Nordstar Partners Limited,London,,Worker (A rating),Skilled Worker
Norge Mining Limited,London,,Worker (A rating),Skilled Worker
Norges Bank,London,,Worker (A rating),Skilled Worker
Norilsk Nickel ( Cyprus) Ltd,London,,Worker (A rating),Skilled Worker
Norlake Hospitality Limited,London,,Worker (A rating),Skilled Worker
Norm It Ltd,London,,Worker (A rating),Skilled Worker
Normah Cafe Ltd,London,,Worker (A rating),Skilled Worker
Norman Rourke Pryme Ltd,London,,Worker (A rating),Skilled Worker
Norman-K London Limited,London,,Worker (A rating),Skilled Worker
Normans London Ltd,London,,Worker (A rating),Skilled Worker
Normanshire Care Services Limited,London,,Worker (A rating),Skilled Worker
Normative Limited,London,,Worker (A rating),Skilled Worker
Nornorm UK Limited,London,,Worker (A rating),Skilled Worker
Norroy Capital Corp,London,,Worker (A rating),Skilled Worker
NORSE TRADE LTD,London,,Worker (A rating),Skilled Worker
Nortal Solutions Ltd,London,,Worker (A rating),Skilled Worker
Nortaq Limited,London,,Worker (A rating),Skilled Worker
NORTH EDGE SPORTS LIMITED,London,,Worker (A rating),Skilled Worker
North Fortune LTD,London,,Worker (A rating),Skilled Worker
North Haven Infrastructure III Holdings Limited,London,,Worker (A rating),Skilled Worker
North Highland (UK) Limited,London,,Worker (A rating),Skilled Worker
North Kensington Medical Centre,London,,Worker (A rating),Skilled Worker
North London Adult Care LTD,London,,Worker (A rating),Skilled Worker
North London Bikur Cholim,London,England,Worker (A rating),Skilled Worker
North London Community Care Agency Ltd,London,,Worker (A rating),Skilled Worker
North London Grammar School,London,,Worker (A rating),Skilled Worker
North London Pizza Limited T/A Dominos Pizza,London,,Worker (A rating),Skilled Worker
North London Pizza Ltd T/A Dominos Pizza,London,,Worker (A rating),Skilled Worker
North London Spice Ltd T/A Bombay Rickshaw,London,,Worker (A rating),Skilled Worker
North london stores,London,,Worker (A rating),Skilled Worker
North London Ultrasound Limited T/A Hey Baby 4D Enfield,London,,Worker (A rating),Skilled Worker
North Middlesex University Hospital NHS Trust,London,,Worker (A rating),Skilled Worker
North Road UK LLP,London,,Worker (A rating),Skilled Worker
North Rock Capital Management (UK) LLP,London,,Worker (A rating),Skilled Worker
NORTH SEA DESIGN LTD,London,,Worker (A rating),Skilled Worker
NORTH SEA PHARMA LTD,London,,Worker (A rating),Skilled Worker
North Star Law Ltd,London,,Worker (A rating),Skilled Worker
North Wall Capital Services Ltd,London,,Worker (A rating),Skilled Worker
North Wind Capital Ltd,London,,Worker (A rating),Skilled Worker
North Woolwich Practice Limited,London,,Worker (A rating),Skilled Worker
Northacre Limited,London,,Worker (A rating),Skilled Worker
Northchild Education (UK) Ltd,London,,Worker (A rating),Skilled Worker
Northeastern University - London,London,,Worker (A rating),Skilled Worker
Northern Data Services (UK) Limited,London,,Worker (A rating),Skilled Worker
Northern Delight Afro Cuisine Ltd,London,,Worker (A rating),Skilled Worker
Northern Races Limited,London,,Worker (A rating),Skilled Worker
Northern Trust Management Services Limited,London,,Worker (A rating),Skilled Worker
NorthHouse,London,,Worker (A rating),Skilled Worker
Northlander Commodity Advisors LLP,London,,Worker (A rating),Skilled Worker
Northleaf Capital Partners (UK) Limited,London,,Worker (A rating),Skilled Worker
Northlight Investment Services Limited,London,,Worker (A rating),Skilled Worker
NORTHMAN & STERLING LTD,London,,Worker (A rating),Skilled Worker
NorthPeak Advisory Limited,London,,Worker (A rating),Skilled Worker
Northshore EMEA Limited,London,,Worker (A rating),Skilled Worker
Northsix Europe Limited,London,,Worker (A rating),Skilled Worker
Northstar Consultancy Ltd,London,,Worker (A rating),Skilled Worker
Northstar Research Partners (UK) Limited,London,,Worker (A rating),Skilled Worker
Northstar Travel Media Limited,London,Please select...,Worker (A rating),Skilled Worker
Northumberland House Limited,London,,Worker (A rating),Skilled Worker
Northwest London Law Centres,London,,Worker (A rating),Skilled Worker
Northwest Maintenance Pvt Ltd,London,,Worker (A rating),Skilled Worker
Northzone Ventures UK Limited,London,,Worker (A rating),Skilled Worker
Norton Rose Fulbright LLP,London,,Worker (A rating),Skilled Worker
NortonLifeLock UK Limited,London,,Worker (A rating),Skilled Worker
Norwegian  YWCA,London,,Worker (A rating),Skilled Worker
Nosakhari Ltd.,London,,Worker (A rating),Skilled Worker
Nosara Capital Management Limited,London,,Worker (A rating),Skilled Worker
Nosce Education Limited,London,,Worker (A rating),Skilled Worker
Nosmay Telecom Ltd.,London,,Worker (A rating),Skilled Worker
Nosto Solutions UK Ltd,London,,Worker (A rating),Skilled Worker
Nosuffering Limited,London,,Worker (A rating),Skilled Worker
Nosy Crow Ltd,London,,Worker (A rating),Skilled Worker
Not Actual Size Ltd,London,,Worker (A rating),Skilled Worker
Not Just seen Care & Academy LTD,London,Greater London,Worker (A rating),Skilled Worker
Not Just Tickets Ltd,London,,Worker (A rating),Skilled Worker
NOTANOTHERBILL Ltd,London,,Worker (A rating),Skilled Worker
Notes: Music & Coffee Ltd,London,,Worker (A rating),Skilled Worker
Notesco UK Limited,London,,Worker (A rating),Skilled Worker
Noteus Partners UK LLP,London,,Worker (A rating),Skilled Worker
NOTEWORTHY MANAGEMENT LTD,London,,Worker (A rating),Skilled Worker
NOTHING TECHNOLOGY LIMITED,London,,Worker (A rating),Skilled Worker
Noticedesign Limited trading as The Design Solution,London,,Worker (A rating),Skilled Worker
Notion Capital Managers LLP,London,,Worker (A rating),Skilled Worker
Notorious Sap Ltd t/a Dirty Bagels,London,,Worker (A rating),Skilled Worker
Notpla Limited,London,Greater London,Worker (A rating),Skilled Worker
Notre Dame de France,London,,Worker (A rating),Skilled Worker
Notre Locus,London,,Worker (A rating),Skilled Worker
Notting Hill Bakery Limited,London,,Worker (A rating),Skilled Worker
Notting Hill Finance Limited,London,,Worker (A rating),Skilled Worker
Notting Hill Gate Filling Station Ltd,London,,Worker (A rating),Skilled Worker
Notting Hill Genesis,London,,Worker (A rating),Skilled Worker
Notting Hill Persia Limited,London,,Worker (A rating),Skilled Worker
Notting Hill Preparatory School Limited,London,,Worker (A rating),Skilled Worker
Nottizzon LTD,London,,Worker (A rating),Skilled Worker
Nouman Limited,London,,Worker (A rating),Skilled Worker
Nous Group (UK) Ltd,London,,Worker (A rating),Skilled Worker
Nova Duvera UK Limited,London,,Worker (A rating),Skilled Worker
NOVA OF LONDON LTD,London,,Worker (A rating),Skilled Worker
NovaFori Ltd,London,,Worker (A rating),Skilled Worker
Novanex Wholesale Limited,London,Middlesex,Worker (A rating),Skilled Worker
Novartis Pharmaceuticals UK Ltd,London,,Worker (A rating),Skilled Worker
Novas High Technology Ltd,London,London,Worker (A rating),Skilled Worker
Novasecta Ltd,London,Camden,Worker (A rating),Skilled Worker
Novastar Ventures Limited,London,,Worker (A rating),Skilled Worker
Novata UK Limited,London,,Worker (A rating),Skilled Worker
Novatek Europe Ltd,London,,Worker (A rating),Skilled Worker
Novatum Tech Limited,London,,Worker (A rating),Skilled Worker
Novatus Global,London,,Worker (A rating),Skilled Worker
Noveba Limited,London,,Worker (A rating),Skilled Worker
Noventiq Group Limited,London,,Worker (A rating),Skilled Worker
NOVIA FURNITURE LTD,London,,Worker (A rating),Skilled Worker
Novicell UK LTD,London,UK,Worker (A rating),Skilled Worker
Novidea Limited,London,,Worker (A rating),Skilled Worker
Novistra Limited,London,,Worker (A rating),Skilled Worker
Novoda LTD,London,,Worker (A rating),Skilled Worker
Novoic Ltd,London,,Worker (A rating),Skilled Worker
NOVOTECH DIGITAL LTD,London,,Worker (A rating),Skilled Worker
NOVUMGEN LIMITED,London,,Worker (A rating),Skilled Worker
NOVUS ERA LTD,London,,Worker (A rating),Skilled Worker
Novus Gen Limited,London,,Worker (A rating),Skilled Worker
Novus Incorporated Limited,London,,Worker (A rating),Skilled Worker
Now & Future Limited,London,,Worker (A rating),Skilled Worker
Now Advertising Limited,London,,Worker (A rating),Skilled Worker
Now First Ltd,London,,Worker (A rating),Skilled Worker
Now-Casting Economics Ltd,London,,Worker (A rating),Skilled Worker
NowCM Services (UK) Limited,London,,Worker (A rating),Skilled Worker
Nowy Styl UK Limited,London,LONDON,Worker (A rating),Skilled Worker
Noxy Brothers,London,,Worker (A rating),Skilled Worker
Noya Wealth Consulting Ltd,London,,Worker (A rating),Skilled Worker
NOZIROHPIC STUDIO LTD,London,,Worker (A rating),Skilled Worker
NPCOMPLETE LTD T/A SATALIA,London,,Worker (A rating),Skilled Worker
NPG Digital Limited,London,,Worker (A rating),Skilled Worker
NPH Plumbing Limited,London,,Worker (A rating),Skilled Worker
nPlan Limited,London,,Worker (A rating),Skilled Worker
NPLMarkets Limited,London,,Worker (A rating),Skilled Worker
NPSG UK Ltd,London,,Worker (A rating),Skilled Worker
NPT Transatlantic Limited,London,,Worker (A rating),Skilled Worker
NR Carpet & Flooring Limited,London,,Worker (A rating),Skilled Worker
NR Limited T/A Al Safa Travels,London,,Worker (A rating),Skilled Worker
NR WALA LTD T/A PAANWALA,London,,Worker (A rating),Skilled Worker
NR97 UK LIMITED,London,Greater London,Worker (A rating),Skilled Worker
NRS Ocean Logistics Ltd.,London,,Worker (A rating),Skilled Worker
NS AUTO TRADING LIMITED,London,,Worker (A rating),Skilled Worker
NS MEDIA GROUP,London,,Worker (A rating),Skilled Worker
NS PHARMA LIMITED T/A ALPHA PHARMACY,London,,Worker (A rating),Skilled Worker
NS Solutions IT Consulting Europe Ltd,London,,Worker (A rating),Skilled Worker
NS Stays Ltd,London,,Worker (A rating),Skilled Worker
NSC Global Limited,London,,Worker (A rating),Skilled Worker
NSI Consultancy Ltd,London,,Worker (A rating),Skilled Worker
Nsibandze Outsourcing,London,,Worker (A rating),Skilled Worker
NSM UK HOLDINGS LTD,London,,Worker (A rating),Skilled Worker
NST ENTERPRISE LTD,London,UNITED KINGDOME,Worker (A rating),Skilled Worker
NSTT GLOBAL 1 LIMITED,London,,Worker (A rating),Skilled Worker
NTG Europe (UK) Limited,London,,Worker (A rating),Skilled Worker
"Ntropy Network, Inc",London,,Worker (A rating),Skilled Worker
NTT Cloud Communications UK Ltd,London,,Worker (A rating),Skilled Worker
NTT Data Business Solutions Limited,London,,Worker (A rating),Skilled Worker
NTT DATA Services UK Limited,London,,Worker (A rating),Skilled Worker
NTT DATA UK LIMITED,London,,Worker (A rating),Skilled Worker
NTT Finance UK Limited,London,,Worker (A rating),Skilled Worker
NTT Limited,London,,Worker (A rating),Skilled Worker
NTT Ltd Group Services United Kingdom Limited,London,,Worker (A rating),Skilled Worker
NTT UD Europe Ltd,London,,Worker (A rating),Skilled Worker
NTT United Kingdom Limited t/a NTT,London,,Worker (A rating),Skilled Worker
NU Creative Ltd,London,,Worker (A rating),Skilled Worker
NU MOTTINGHAM LIMITED T/A NISA LOCAL,London,,Worker (A rating),Skilled Worker
Nubah Social Care Ltd,London,,Worker (A rating),Skilled Worker
Nucco Brain Studio Limited,London,,Worker (A rating),Skilled Worker
Nuchem Pharmaceuticals Ltd,London,,Worker (A rating),Skilled Worker
Nucleus Financial Group Limited,London,,Worker (A rating),Skilled Worker
Nudawn Housing and Support Services ltd,London,,Worker (A rating),Skilled Worker
Nudge Global Limited,London,,Worker (A rating),Skilled Worker
Nue Innovation Limited,London,,Worker (A rating),Skilled Worker
Nuffield Foundation,London,,Worker (A rating),Skilled Worker
Nugents News Ltd,London,,Worker (A rating),Skilled Worker
Nuha Connections (UK) Limited,London,,Worker (A rating),Skilled Worker
Nuisance Limited,London,,Worker (A rating),Skilled Worker
Number 9 VFX Production Services UK Limited,London,,Worker (A rating),Skilled Worker
NUMBER SEVEN FOOD TECHNOLOGY LIMITED,London,United Kingdom,Worker (A rating),Skilled Worker
Number1daycare ltd,London,,Worker (A rating),Skilled Worker
NUMBERLY LTD,London,,Worker (A rating),Skilled Worker
Numeritas Limited,London,,Worker (A rating),Skilled Worker
Numerix Software LTD,London,,Worker (A rating),Skilled Worker
Nunhead Express Ltd,London,,Worker (A rating),Skilled Worker
NUNHEAD PHARMACY LTD,London,,Worker (A rating),Skilled Worker
NUNTIUS THERAPEUTICS LIMITED,London,,Worker (A rating),Skilled Worker
NURANI CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker
Nurgush Ltd,London,,Worker (A rating),Skilled Worker
Nuriss Skincare and Wellness Ltd,London,,Worker (A rating),Skilled Worker
NURKAS CONSULTANCY LTD,London,,Worker (A rating),Skilled Worker
Nurole Ltd,London,,Worker (A rating),Skilled Worker
Nursery Road Capital Management Limited,London,,Worker (A rating),Skilled Worker
Nursing and Midwifery Council,London,,Worker (A rating),Skilled Worker
NursingPro Limited,London,,Worker (A rating),Skilled Worker
Nurture Care Services LTD,London,,Worker (A rating),Skilled Worker
NURTURETEK LTD,London,,Worker (A rating),Skilled Worker
Nusa Electrical Ltd,London,London,Worker (A rating),Skilled Worker
Nusaiba Ltd,London,,Worker (A rating),Skilled Worker
nuspace,London,UK,Worker (A rating),Skilled Worker
Nusret UK Limited t/a Nus-Et,London,,Worker (A rating),Skilled Worker
NUSUKI LONDON LIMITED,London,,Worker (A rating),Skilled Worker
Nuto LTD,London,,Worker (A rating),Skilled Worker
Nutopia Ltd,London,,Worker (A rating),Skilled Worker
Nutraceuticals Laboratory London Ltd,London,,Worker (A rating),Skilled Worker
Nutridabbah Ltd,London,,Worker (A rating),Skilled Worker
Nutrix Personnel Ltd,London,,Worker (A rating),Skilled Worker
NUVAMA FINANCIAL SERVICES (UK) LTD,London,,Worker (A rating),Skilled Worker
Nuveen Administration Limited,London,,Worker (A rating),Skilled Worker
NUXE UK LIMITED,London,,Worker (A rating),Skilled Worker
NV Integration Ltd,London,,Worker (A rating),Skilled Worker
Nvayo Limited,London,,Worker (A rating),Skilled Worker
NW Publishing UK LTD,London,,Worker (A rating),Skilled Worker
Nwando Domicilary Care,London,,Worker (A rating),Skilled Worker
Nwave Technologies Ltd,London,,Worker (A rating),Skilled Worker
NWD Wealth Management,London,,Worker (A rating),Skilled Worker
NWEDA LIMITED,London,,Worker (A rating),Skilled Worker
NWG GROUP LTD,London,,Worker (A rating),Skilled Worker
NWL Builders Ltd,London,,Worker (A rating),Skilled Worker
NYA International (UK) Limited,London,,Worker (A rating),Skilled Worker
Nyas Technology Limited,London,,Worker (A rating),Skilled Worker
NY-DO Design LTD,London,,Worker (A rating),Skilled Worker
Nyetimber Vineyard Ltd,London,,Worker (A rating),Skilled Worker
NYK GROUP EUROPE LIMITED,London,,Worker (A rating),Skilled Worker
Nykaa International UK Limited,London,,Worker (A rating),Skilled Worker
NYL INVESTORS (U.K.) LIMITED,London,,Worker (A rating),Skilled Worker
Nyman Libson Paul LLP,London,,Worker (A rating),Skilled Worker
NYN FOOD SERVICES LTD,London,,Worker (A rating),Skilled Worker
NYO CHARTERED ACCOUNTANTS,London,,Worker (A rating),Skilled Worker
Nyoum Limited,London,,Worker (A rating),Skilled Worker
NYU in London,London,,Worker (A rating),Skilled Worker
NZ ASSOCIATES LIMITED,London,,Worker (A rating),Skilled Worker
NZ Consultants London Ltd,London,,Worker (A rating),Skilled Worker
NZR Food Ltd,London,London,Worker (A rating),Skilled Worker
O K (UK) LTD T/A BRUNCH CAFE AND GRILL,London,,Worker (A rating),Skilled Worker
O Shaped Lawyer Limited,London,,Worker (A rating),Skilled Worker
'O Ver St. James Ltd,London,,Worker (A rating),Skilled Worker
O W Stuart Ltd,London,,Worker (A rating),Skilled Worker
O&A Design LTD,London,,Worker (A rating),Skilled Worker
O&C LTD,London,,Worker (A rating),Skilled Worker
O&S Nurseries Ltd,London,,Worker (A rating),Skilled Worker
o9 Solutions UK Limited,London,,Worker (A rating),Skilled Worker
Oak Hill Advisors (U.K. Services) Limited,London,,Worker (A rating),Skilled Worker
Oak Hill Theological College,London,,Worker (A rating),Skilled Worker
Oak Joinery Limited,London,,Worker (A rating),Skilled Worker
Oak Philanthropy (UK) Limited,London,,Worker (A rating),Skilled Worker
Oak Solicitors Limited t/a Oak Legal,London,Greater London,Worker (A rating),Skilled Worker
